TransactionTime,From,To,X,Y,Z,Time,Value
168,NA,0,10,10,0,168,0.8579090237617493
169,NA,0,10,10,0,169,0.9703656435012817
170,NA,0,10,10,0,170,0.9067577123641968
171,NA,0,10,10,0,171,0.8648857474327087
172,NA,0,10,10,0,172,0.9225530624389648
173,NA,0,10,10,0,173,0.7773939967155457
174,NA,0,10,10,0,174,0.5790709257125854
175,NA,0,10,10,0,175,0.7959866523742676
176,NA,0,10,10,0,176,0.6762351393699646
177,NA,0,10,10,0,177,0.8857956528663635
178,NA,0,10,10,0,178,0.8417094945907593
179,NA,0,10,10,0,179,0.8412628769874573
180,NA,0,10,10,0,180,0.9042489528656006
181,NA,0,10,10,0,181,0.9216101765632629
182,NA,0,10,10,0,182,0.8444425463676453
183,NA,0,10,10,0,183,0.8071385025978088
184,NA,0,10,10,0,184,0.8734140992164612
185,NA,0,10,10,0,185,0.9560422301292419
186,NA,0,10,10,0,186,0.8309444189071655
187,NA,0,10,10,0,187,0.8924292922019958
188,NA,0,10,10,0,188,0.7734424471855164
189,NA,0,10,10,0,189,0.9181470274925232
190,NA,0,10,10,0,190,0.8186815977096558
191,NA,0,10,10,0,191,0.7206137180328369
192,NA,0,10,10,0,192,0.8358599543571472
193,NA,0,10,10,0,193,0.9352644681930542
194,NA,0,10,10,0,194,0.9541310667991638
195,NA,0,10,10,0,195,0.8789145946502686
196,NA,0,10,10,0,196,0.8619199395179749
197,NA,0,10,10,0,197,0.6837472915649414
198,NA,0,10,10,0,198,0.9190943241119385
199,NA,0,10,10,0,199,0.7646820545196533
200,NA,0,10,10,0,200,0.8050374984741211
201,NA,0,10,10,0,201,0.7413172125816345
202,NA,0,10,10,0,202,0.9245733618736267
203,NA,0,10,10,0,203,0.8746793866157532
204,NA,0,10,10,0,204,0.8728163838386536
205,NA,0,10,10,0,205,0.8715906143188477
206,NA,0,10,10,0,206,0.8465831875801086
207,NA,0,10,10,0,207,0.9405247569084167
208,NA,0,10,10,0,208,0.9273384213447571
209,NA,0,10,10,0,209,0.8502476811408997
210,NA,0,10,10,0,210,0.9497007727622986
211,NA,0,10,10,0,211,0.9647899270057678
212,NA,0,10,10,0,212,0.813651442527771
213,NA,0,10,10,0,213,0.9361758828163147
214,NA,0,10,10,0,214,0.9345449209213257
215,NA,0,10,10,0,215,0.9771440625190735
216,NA,0,10,10,0,216,0.8873301148414612
217,NA,0,10,10,0,217,0.8977485299110413
218,NA,0,10,10,0,218,0.7444688081741333
219,NA,0,10,10,0,219,0.9370942115783691
220,NA,0,10,10,0,220,0.8836615681648254
221,NA,0,10,10,0,221,0.868499755859375
222,NA,0,10,10,0,222,0.919607400894165
223,NA,0,10,10,0,223,0.8963305354118347
224,NA,0,10,10,0,224,0.8862037658691406
225,NA,0,10,10,0,225,0.9067984223365784
226,NA,0,10,10,0,226,0.8565240502357483
227,NA,0,10,10,0,227,0.9240137338638306
228,NA,0,10,10,0,228,0.8869612216949463
229,NA,0,10,10,0,229,0.8933636546134949
230,NA,0,10,10,0,230,0.7407681345939636
231,NA,0,10,10,0,231,0.9145075082778931
232,NA,0,10,10,0,232,0.8887372016906738
233,NA,0,10,10,0,233,0.7258927226066589
234,NA,0,10,10,0,234,0.8643971681594849
235,NA,0,10,10,0,235,0.968148410320282
236,NA,0,10,10,0,236,0.9310130476951599
237,NA,0,10,10,0,237,0.9197819232940674
238,NA,0,10,10,0,238,0.8674203753471375
239,NA,0,10,10,0,239,0.9237430095672607
240,NA,0,10,10,0,240,0.8570713400840759
241,NA,0,10,10,0,241,0.8737384080886841
242,NA,0,10,10,0,242,0.8723912239074707
243,NA,0,10,10,0,243,0.8508708477020264
244,NA,0,10,10,0,244,0.7636520862579346
245,NA,0,10,10,0,245,0.8293179869651794
246,NA,0,10,10,0,246,0.9510403871536255
247,NA,0,10,10,0,247,0.9605652689933777
248,NA,0,10,10,0,248,0.949265718460083
249,NA,0,10,10,0,249,0.8353261351585388
250,NA,0,10,10,0,250,0.8452787399291992
251,NA,0,10,10,0,251,0.9717692732810974
252,NA,0,10,10,0,252,0.9116759896278381
253,NA,0,10,10,0,253,0.9376544952392578
254,NA,0,10,10,0,254,0.954475998878479
255,NA,0,10,10,0,255,0.9031268358230591
256,NA,0,10,10,0,256,0.967096745967865
257,NA,0,10,10,0,257,0.9208773374557495
258,NA,0,10,10,0,258,0.9639285206794739
259,NA,0,10,10,0,259,0.8354699015617371
260,NA,0,10,10,0,260,0.830170750617981
261,NA,0,10,10,0,261,0.6925902366638184
262,NA,0,10,10,0,262,0.8845685124397278
263,NA,0,10,10,0,263,0.8579625487327576
264,NA,0,10,10,0,264,0.940843939781189
265,NA,0,10,10,0,265,0.9458702206611633
266,NA,0,10,10,0,266,0.7914001941680908
267,NA,0,10,10,0,267,0.9572497010231018
268,NA,0,10,10,0,268,0.9469341039657593
269,NA,0,10,10,0,269,0.8987931609153748
270,NA,0,10,10,0,270,0.9462205171585083
271,NA,0,10,10,0,271,0.9612985253334045
272,NA,0,10,10,0,272,0.8699144721031189
273,NA,0,10,10,0,273,0.9333730340003967
274,NA,0,10,10,0,274,0.9186784029006958
275,NA,0,10,10,0,275,0.8990474343299866
276,NA,0,10,10,0,276,0.9332399368286133
277,NA,0,10,10,0,277,0.9121167063713074
278,NA,0,10,10,0,278,0.9594351053237915
279,NA,0,10,10,0,279,0.9760486483573914
280,NA,0,10,10,0,280,0.9509291052818298
281,NA,0,10,10,0,281,0.9069779515266418
282,NA,0,10,10,0,282,0.9299055337905884
283,NA,0,10,10,0,283,0.7732542157173157
284,NA,0,10,10,0,284,0.5858824849128723
285,NA,0,10,10,0,285,0.9257956743240356
286,NA,0,10,10,0,286,0.9683967232704163
287,NA,0,10,10,0,287,0.8820406794548035
288,NA,0,10,10,0,288,0.8374120593070984
289,NA,0,10,10,0,289,0.823054313659668
290,NA,0,10,10,0,290,0.8947052359580994
291,NA,0,10,10,0,291,0.8987285494804382
292,NA,0,10,10,0,292,0.9107046723365784
293,NA,0,10,10,0,293,0.9281951189041138
294,NA,0,10,10,0,294,0.8718492388725281
295,NA,0,10,10,0,295,0.9158691167831421
296,NA,0,10,10,0,296,0.8992839455604553
297,NA,0,10,10,0,297,0.9746373295783997
298,NA,0,10,10,0,298,0.8382993340492249
299,NA,0,10,10,0,299,0.8078596591949463
300,NA,0,10,10,0,300,0.8530687689781189
301,NA,0,10,10,0,301,0.782729983329773
302,NA,0,10,10,0,302,0.874238908290863
303,NA,0,10,10,0,303,0.9339451193809509
304,NA,0,10,10,0,304,0.9101649522781372
305,NA,0,10,10,0,305,0.9251610040664673
306,NA,0,10,10,0,306,0.9142988920211792
307,NA,0,10,10,0,307,0.9548966884613037
308,NA,0,10,10,0,308,0.9112049341201782
309,NA,0,10,10,0,309,0.7689988613128662
310,NA,0,10,10,0,310,0.8374004364013672
311,NA,0,10,10,0,311,0.9467951655387878
312,NA,0,10,10,0,312,0.9444801211357117
313,NA,0,10,10,0,313,0.864429771900177
314,NA,0,10,10,0,314,0.9095673561096191
315,NA,0,10,10,0,315,0.9533740878105164
316,NA,0,10,10,0,316,0.9338520169258118
317,NA,0,10,10,0,317,0.8286088109016418
318,NA,0,10,10,0,318,0.8287525177001953
319,NA,0,10,10,0,319,0.8562284708023071
320,NA,0,10,10,0,320,0.9567528367042542
321,NA,0,10,10,0,321,0.9793478846549988
322,NA,0,10,10,0,322,0.8243571519851685
323,NA,0,10,10,0,323,0.7546614408493042
324,NA,0,10,10,0,324,0.8268178105354309
325,NA,0,10,10,0,325,0.9237586259841919
326,NA,0,10,10,0,326,0.8249243497848511
327,NA,0,10,10,0,327,0.9119876027107239
328,NA,0,10,10,0,328,0.9024797677993774
329,NA,0,10,10,0,329,0.7854531407356262
330,NA,0,10,10,0,330,0.9288144111633301
331,NA,0,10,10,0,331,0.8752102255821228
332,NA,0,10,10,0,332,0.9124466180801392
333,NA,0,10,10,0,333,0.8878915905952454
334,NA,0,10,10,0,334,0.7230809330940247
335,NA,0,10,10,0,335,0.9389521479606628
336,NA,0,10,10,0,336,0.7008877992630005
337,NA,0,10,10,0,337,0.8967527151107788
338,NA,0,10,10,0,338,0.7526978254318237
339,NA,0,10,10,0,339,0.8800130486488342
340,NA,0,10,10,0,340,0.7264488339424133
341,NA,0,10,10,0,341,0.9567815661430359
342,NA,0,10,10,0,342,0.838433027267456
343,NA,0,10,10,0,343,0.7598274946212769
344,NA,0,10,10,0,344,0.867987871170044
345,NA,0,10,10,0,345,0.9125459790229797
346,NA,0,10,10,0,346,0.8805734515190125
347,NA,0,10,10,0,347,0.9548432230949402
348,NA,0,10,10,0,348,0.9131519198417664
349,NA,0,10,10,0,349,0.9222584962844849
350,NA,0,10,10,0,350,0.9749022722244263
351,NA,0,10,10,0,351,0.8689206838607788
352,NA,0,10,10,0,352,0.922609806060791
353,NA,0,10,10,0,353,0.9044890999794006
354,NA,0,10,10,0,354,0.9509187936782837
355,NA,0,10,10,0,355,0.9527721405029297
356,NA,0,10,10,0,356,0.9223291873931885
357,NA,0,10,10,0,357,0.9116478562355042
358,NA,0,10,10,0,358,0.983252763748169
359,NA,0,10,10,0,359,0.8784297704696655
360,NA,0,10,10,0,360,0.8156354427337646
361,NA,0,10,10,0,361,0.9380977749824524
362,NA,0,10,10,0,362,0.8755416870117188
363,NA,0,10,10,0,363,0.9388787150382996
364,NA,0,10,10,0,364,0.8342443704605103
365,NA,0,10,10,0,365,0.9480113387107849
366,NA,0,10,10,0,366,0.9565823078155518
367,NA,0,10,10,0,367,0.9686112403869629
368,NA,0,10,10,0,368,0.9387921094894409
369,NA,0,10,10,0,369,0.8450836539268494
370,NA,0,10,10,0,370,0.861545741558075
371,NA,0,10,10,0,371,0.978436291217804
372,NA,0,10,10,0,372,0.9226261973381042
373,NA,0,10,10,0,373,0.9046262502670288
374,NA,0,10,10,0,374,0.894453763961792
375,NA,0,10,10,0,375,0.8878606557846069
376,NA,0,10,10,0,376,0.7301911115646362
377,NA,0,10,10,0,377,0.8795920610427856
378,NA,0,10,10,0,378,0.9220021367073059
379,NA,0,10,10,0,379,0.8215601444244385
380,NA,0,10,10,0,380,0.9390701055526733
381,NA,0,10,10,0,381,0.9480704665184021
382,NA,0,10,10,0,382,0.9724074602127075
383,NA,0,10,10,0,383,0.9064606428146362
384,NA,0,10,10,0,384,0.9730610847473145
385,NA,0,10,10,0,385,0.886740505695343
386,NA,0,10,10,0,386,0.9401662349700928
387,NA,0,10,10,0,387,0.9273215532302856
388,NA,0,10,10,0,388,0.7817384600639343
389,NA,0,10,10,0,389,0.9397414922714233
390,NA,0,10,10,0,390,0.735819399356842
391,NA,0,10,10,0,391,0.9033685326576233
392,NA,0,10,10,0,392,0.9462069272994995
393,NA,0,10,10,0,393,0.8782487511634827
394,NA,0,10,10,0,394,0.9056897163391113
395,NA,0,10,10,0,395,0.9290468096733093
396,NA,0,10,10,0,396,0.8434403538703918
397,NA,0,10,10,0,397,0.8252019882202148
398,NA,0,10,10,0,398,0.8986039161682129
399,NA,0,10,10,0,399,0.8822077512741089
400,NA,0,10,10,0,400,0.8078206181526184
401,NA,0,10,10,0,401,0.840944230556488
402,NA,0,10,10,0,402,0.9001170992851257
403,NA,0,10,10,0,403,0.8192527294158936
404,NA,0,10,10,0,404,0.9125592708587646
405,NA,0,10,10,0,405,0.8981188535690308
406,NA,0,10,10,0,406,0.9230520129203796
407,NA,0,10,10,0,407,0.9166005253791809
408,NA,0,10,10,0,408,0.9036751985549927
409,NA,0,10,10,0,409,0.8402968645095825
410,NA,0,10,10,0,410,0.8448290824890137
411,NA,0,10,10,0,411,0.9229121804237366
412,NA,0,10,10,0,412,0.9156421422958374
413,NA,0,10,10,0,413,0.9058308005332947
414,NA,0,10,10,0,414,0.9013029932975769
415,NA,0,10,10,0,415,0.9600145220756531
416,NA,0,10,10,0,416,0.883530855178833
417,NA,0,10,10,0,417,0.9024498462677002
418,NA,0,10,10,0,418,0.8088976144790649
419,NA,0,10,10,0,419,0.8736713528633118
420,NA,0,10,10,0,420,0.9208790063858032
421,NA,0,10,10,0,421,0.9798154830932617
422,NA,0,10,10,0,422,0.7203200459480286
423,NA,0,10,10,0,423,0.9249434471130371
424,NA,0,10,10,0,424,0.8795743584632874
425,NA,0,10,10,0,425,0.8774077892303467
426,NA,0,10,10,0,426,0.9205561280250549
427,NA,0,10,10,0,427,0.906823992729187
428,NA,0,10,10,0,428,0.8459759950637817
429,NA,0,10,10,0,429,0.8728532791137695
430,NA,0,10,10,0,430,0.8152960538864136
431,NA,0,10,10,0,431,0.8782692551612854
432,NA,0,10,10,0,432,0.961736798286438
433,NA,0,10,10,0,433,0.8608896136283875
434,NA,0,10,10,0,434,0.8181990385055542
435,NA,0,10,10,0,435,0.9431197643280029
436,NA,0,10,10,0,436,0.9504743218421936
437,NA,0,10,10,0,437,0.8790257573127747
438,NA,0,10,10,0,438,0.9572109580039978
439,NA,0,10,10,0,439,0.8657495975494385
440,NA,0,10,10,0,440,0.8973280787467957
441,NA,0,10,10,0,441,0.8991608619689941
442,NA,0,10,10,0,442,0.9137707948684692
443,NA,0,10,10,0,443,0.8924831748008728
444,NA,0,10,10,0,444,0.9492326378822327
445,NA,0,10,10,0,445,0.8703184723854065
446,NA,0,10,10,0,446,0.9605133533477783
447,NA,0,10,10,0,447,0.9413034915924072
448,NA,0,10,10,0,448,0.8524571657180786
449,NA,0,10,10,0,449,0.9314780235290527
450,NA,0,10,10,0,450,0.8787142634391785
451,NA,0,10,10,0,451,0.8339939713478088
452,NA,0,10,10,0,452,0.8454699516296387
453,NA,0,10,10,0,453,0.8394604921340942
454,NA,0,10,10,0,454,0.9714847803115845
455,NA,0,10,10,0,455,0.9077093601226807
456,NA,0,10,10,0,456,0.9426226019859314
457,NA,0,10,10,0,457,0.9175143241882324
458,NA,0,10,10,0,458,0.9011954069137573
459,NA,0,10,10,0,459,0.9795326590538025
460,NA,0,10,10,0,460,0.8970763087272644
461,NA,0,10,10,0,461,0.930744469165802
462,NA,0,10,10,0,462,0.9264957904815674
463,NA,0,10,10,0,463,0.8039678931236267
464,NA,0,10,10,0,464,0.8604462742805481
465,NA,0,10,10,0,465,0.9284039735794067
466,NA,0,10,10,0,466,0.8883643746376038
467,NA,0,10,10,0,467,0.8781797289848328
468,NA,0,10,10,0,468,0.831741988658905
469,NA,0,10,10,0,469,0.950306236743927
470,NA,0,10,10,0,470,0.9549220204353333
471,NA,0,10,10,0,471,0.9526549577713013
472,NA,0,10,10,0,472,0.864052414894104
473,NA,0,10,10,0,473,0.7833643555641174
474,NA,0,10,10,0,474,0.9262945652008057
475,NA,0,10,10,0,475,0.8617458343505859
476,NA,0,10,10,0,476,0.959693968296051
477,NA,0,10,10,0,477,0.9131656289100647
478,NA,0,10,10,0,478,0.9095968008041382
479,NA,0,10,10,0,479,0.9185698628425598
480,NA,0,10,10,0,480,0.9210312366485596
481,NA,0,10,10,0,481,0.8655170798301697
482,NA,0,10,10,0,482,0.978460967540741
483,NA,0,10,10,0,483,0.9890303015708923
484,NA,0,10,10,0,484,0.9427723288536072
485,NA,0,10,10,0,485,0.9743407368659973
486,NA,0,10,10,0,486,0.9788138270378113
487,NA,0,10,10,0,487,0.8813971877098083
488,NA,0,10,10,0,488,0.978066086769104
489,NA,0,10,10,0,489,0.9647954702377319
490,NA,0,10,10,0,490,0.8453805446624756
491,NA,0,10,10,0,491,0.9363927245140076
492,NA,0,10,10,0,492,0.8073629140853882
493,NA,0,10,10,0,493,0.9119923710823059
494,NA,0,10,10,0,494,0.726476788520813
495,NA,0,10,10,0,495,0.7370085716247559
496,NA,0,10,10,0,496,0.7922631502151489
497,NA,0,10,10,0,497,0.9113537073135376
498,NA,0,10,10,0,498,0.8884525299072266
499,NA,0,10,10,0,499,0.8893183469772339
500,NA,0,10,10,0,500,0.8831210732460022
501,NA,0,10,10,0,501,0.8430975079536438
502,NA,0,10,10,0,502,0.9045752286911011
503,NA,0,10,10,0,503,0.9576398134231567
504,NA,0,10,10,0,504,0.9786627888679504
505,NA,0,10,10,0,505,0.8325672745704651
506,NA,0,10,10,0,506,0.8354097008705139
507,NA,0,10,10,0,507,0.9207835793495178
508,NA,0,10,10,0,508,0.8785521388053894
509,NA,0,10,10,0,509,0.8695765137672424
510,NA,0,10,10,0,510,0.8557662963867188
511,NA,0,10,10,0,511,0.7760342359542847
512,NA,0,10,10,0,512,0.8675937652587891
513,NA,0,10,10,0,513,0.9152593016624451
514,NA,0,10,10,0,514,0.9734645485877991
515,NA,0,10,10,0,515,0.8980021476745605
516,NA,0,10,10,0,516,0.9537674784660339
517,NA,0,10,10,0,517,0.9755187630653381
518,NA,0,10,10,0,518,0.9226221442222595
519,NA,0,10,10,0,519,0.8684946298599243
520,NA,0,10,10,0,520,0.8066526651382446
521,NA,0,10,10,0,521,0.8748043179512024
522,NA,0,10,10,0,522,0.9310174584388733
523,NA,0,10,10,0,523,0.9352790713310242
524,NA,0,10,10,0,524,0.9447424411773682
525,NA,0,10,10,0,525,0.9927865862846375
526,NA,0,10,10,0,526,0.8705682158470154
527,NA,0,10,10,0,527,0.9272539615631104
528,NA,0,10,10,0,528,0.7408127784729004
529,NA,0,10,10,0,529,0.9074780344963074
530,NA,0,10,10,0,530,0.8610989451408386
531,NA,0,10,10,0,531,0.9180874228477478
532,NA,0,10,10,0,532,0.9484999179840088
533,NA,0,10,10,0,533,0.8072951436042786
534,NA,0,10,10,0,534,0.9397590756416321
535,NA,0,10,10,0,535,0.8380320072174072
536,NA,0,10,10,0,536,0.8001552820205688
537,NA,0,10,10,0,537,0.9328258633613586
538,NA,0,10,10,0,538,0.8861805200576782
539,NA,0,10,10,0,539,0.7375949621200562
540,NA,0,10,10,0,540,0.7192230820655823
541,NA,0,10,10,0,541,0.900066614151001
542,NA,0,10,10,0,542,0.8644418716430664
543,NA,0,10,10,0,543,0.8493490815162659
544,NA,0,10,10,0,544,0.8208593726158142
545,NA,0,10,10,0,545,0.8819987177848816
546,NA,0,10,10,0,546,0.9087512493133545
547,NA,0,10,10,0,547,0.9773691296577454
548,NA,0,10,10,0,548,0.9401428699493408
549,NA,0,10,10,0,549,0.8229241967201233
550,NA,0,10,10,0,550,0.9251254200935364
551,NA,0,10,10,0,551,0.9524739980697632
552,NA,0,10,10,0,552,0.8960497379302979
553,NA,0,10,10,0,553,0.583885908126831
554,NA,0,10,10,0,554,0.8774569630622864
555,NA,0,10,10,0,555,0.9507918357849121
556,NA,0,10,10,0,556,0.988376796245575
557,NA,0,10,10,0,557,0.8916451334953308
558,NA,0,10,10,0,558,0.8923830986022949
559,NA,0,10,10,0,559,0.8862425088882446
560,NA,0,10,10,0,560,0.9292832016944885
561,NA,0,10,10,0,561,0.9604175686836243
562,NA,0,10,10,0,562,0.8999716639518738
563,NA,0,10,10,0,563,0.9225186705589294
564,NA,0,10,10,0,564,0.9508675932884216
565,NA,0,10,10,0,565,0.8114428520202637
566,NA,0,10,10,0,566,0.811567485332489
567,NA,0,10,10,0,567,0.9582152366638184
568,NA,0,10,10,0,568,0.9166140556335449
569,NA,0,10,10,0,569,0.920016884803772
570,NA,0,10,10,0,570,0.983167827129364
571,NA,0,10,10,0,571,0.885353147983551
572,NA,0,10,10,0,572,0.8987178206443787
573,NA,0,10,10,0,573,0.9093815088272095
574,NA,0,10,10,0,574,0.9446955919265747
575,NA,0,10,10,0,575,0.9003713130950928
576,NA,0,10,10,0,576,0.9192041158676147
577,NA,0,10,10,0,577,0.7792519330978394
578,NA,0,10,10,0,578,0.893267035484314
579,NA,0,10,10,0,579,0.8057048320770264
580,NA,0,10,10,0,580,0.8299272060394287
581,NA,0,10,10,0,581,0.9787728786468506
582,NA,0,10,10,0,582,0.9313061833381653
583,NA,0,10,10,0,583,0.9110333323478699
584,NA,0,10,10,0,584,0.9777931571006775
585,NA,0,10,10,0,585,0.971010148525238
586,NA,0,10,10,0,586,0.9165050983428955
587,NA,0,10,10,0,587,0.912284255027771
588,NA,0,10,10,0,588,0.9722262024879456
589,NA,0,10,10,0,589,0.9258831739425659
590,NA,0,10,10,0,590,0.9394564032554626
591,NA,0,10,10,0,591,0.92930668592453
592,NA,0,10,10,0,592,0.8434447646141052
593,NA,0,10,10,0,593,0.7450065016746521
594,NA,0,10,10,0,594,0.9570196270942688
595,NA,0,10,10,0,595,0.924298107624054
596,NA,0,10,10,0,596,0.9889151453971863
597,NA,0,10,10,0,597,0.9161179661750793
598,NA,0,10,10,0,598,0.961968183517456
599,NA,0,10,10,0,599,0.9559985399246216
600,NA,0,10,10,0,600,0.8543300628662109
601,NA,0,10,10,0,601,0.8851667046546936
602,NA,0,10,10,0,602,0.8623303174972534
603,NA,0,10,10,0,603,0.920356035232544
604,NA,0,10,10,0,604,0.8697736859321594
605,NA,0,10,10,0,605,0.8858534693717957
606,NA,0,10,10,0,606,0.8725908994674683
607,NA,0,10,10,0,607,0.9779568910598755
608,NA,0,10,10,0,608,0.9124873280525208
609,NA,0,10,10,0,609,0.8892037868499756
610,NA,0,10,10,0,610,0.9447974562644958
611,NA,0,10,10,0,611,0.7176164984703064
612,NA,0,10,10,0,612,0.8925936818122864
613,NA,0,10,10,0,613,0.8428797125816345
614,NA,0,10,10,0,614,0.9258764982223511
615,NA,0,10,10,0,615,0.9779872298240662
616,NA,0,10,10,0,616,0.8932563662528992
617,NA,0,10,10,0,617,0.9567407369613647
618,NA,0,10,10,0,618,0.8977375626564026
619,NA,0,10,10,0,619,0.9037680625915527
620,NA,0,10,10,0,620,0.8528153300285339
621,NA,0,10,10,0,621,0.9453983306884766
622,NA,0,10,10,0,622,0.9647907018661499
623,NA,0,10,10,0,623,0.8812965750694275
624,NA,0,10,10,0,624,0.8135477304458618
625,NA,0,10,10,0,625,0.921611487865448
626,NA,0,10,10,0,626,0.9396457076072693
627,NA,0,10,10,0,627,0.8699186444282532
628,NA,0,10,10,0,628,0.9470391869544983
629,NA,0,10,10,0,629,0.8909936547279358
630,NA,0,10,10,0,630,0.9225584268569946
631,NA,0,10,10,0,631,0.8292956948280334
632,NA,0,10,10,0,632,0.9859468340873718
633,NA,0,10,10,0,633,0.9873813390731812
634,NA,0,10,10,0,634,0.922146201133728
635,NA,0,10,10,0,635,0.8454061150550842
636,NA,0,10,10,0,636,0.9760141968727112
637,NA,0,10,10,0,637,0.9047998785972595
638,NA,0,10,10,0,638,0.639001727104187
639,NA,0,10,10,0,639,0.9330328106880188
640,NA,0,10,10,0,640,0.8396512269973755
641,NA,0,10,10,0,641,0.9354898929595947
642,NA,0,10,10,0,642,0.9798662066459656
643,NA,0,10,10,0,643,0.9612229466438293
644,NA,0,10,10,0,644,0.8986414670944214
645,NA,0,10,10,0,645,0.9100375771522522
646,NA,0,10,10,0,646,0.9282822012901306
647,NA,0,10,10,0,647,0.8036152124404907
648,NA,0,10,10,0,648,0.9423708915710449
649,NA,0,10,10,0,649,0.7860188484191895
650,NA,0,10,10,0,650,0.7106369733810425
651,NA,0,10,10,0,651,0.9098411202430725
652,NA,0,10,10,0,652,0.8537153005599976
653,NA,0,10,10,0,653,0.8579342365264893
654,NA,0,10,10,0,654,0.944898247718811
655,NA,0,10,10,0,655,0.961106538772583
656,NA,0,10,10,0,656,0.8918500542640686
657,NA,0,10,10,0,657,0.8043731451034546
658,NA,0,10,10,0,658,0.9140128493309021
659,NA,0,10,10,0,659,0.9660703539848328
660,NA,0,10,10,0,660,0.9697772264480591
661,NA,0,10,10,0,661,0.9760392904281616
662,NA,0,10,10,0,662,0.9620321989059448
663,NA,0,10,10,0,663,0.9712846875190735
664,NA,0,10,10,0,664,0.9699448943138123
665,NA,0,10,10,0,665,0.9588428139686584
666,NA,0,10,10,0,666,0.7923197746276855
667,NA,0,10,10,0,667,0.9200208187103271
668,NA,0,10,10,0,668,0.864802896976471
669,NA,0,10,10,0,669,0.8090839982032776
670,NA,0,10,10,0,670,0.8783652782440186
671,NA,0,10,10,0,671,0.9382870197296143
672,NA,0,10,10,0,672,0.9324139952659607
673,NA,0,10,10,0,673,0.9153525829315186
674,NA,0,10,10,0,674,0.8746735453605652
675,NA,0,10,10,0,675,0.9211248159408569
676,NA,0,10,10,0,676,0.8508328795433044
677,NA,0,10,10,0,677,0.8724644780158997
678,NA,0,10,10,0,678,0.7464746832847595
679,NA,0,10,10,0,679,0.8887878060340881
680,NA,0,10,10,0,680,0.9750949144363403
681,NA,0,10,10,0,681,0.8740394711494446
682,NA,0,10,10,0,682,0.875752866268158
683,NA,0,10,10,0,683,0.7202458381652832
684,NA,0,10,10,0,684,0.9723014831542969
685,NA,0,10,10,0,685,0.8138521909713745
686,NA,0,10,10,0,686,0.7917542457580566
687,NA,0,10,10,0,687,0.9505375623703003
688,NA,0,10,10,0,688,0.8650257587432861
689,NA,0,10,10,0,689,0.8343119621276855
690,NA,0,10,10,0,690,0.9758504033088684
691,NA,0,10,10,0,691,0.8857482075691223
692,NA,0,10,10,0,692,0.9229937791824341
693,NA,0,10,10,0,693,0.9339391589164734
694,NA,0,10,10,0,694,0.7789049744606018
695,NA,0,10,10,0,695,0.9184842109680176
696,NA,0,10,10,0,696,0.9423401355743408
697,NA,0,10,10,0,697,0.9517946839332581
698,NA,0,10,10,0,698,0.8257826566696167
699,NA,0,10,10,0,699,0.9287094473838806
700,NA,0,10,10,0,700,0.8390522003173828
701,NA,0,10,10,0,701,0.9430803060531616
702,NA,0,10,10,0,702,0.912641167640686
703,NA,0,10,10,0,703,0.9824166297912598
704,NA,0,10,10,0,704,0.8809975981712341
705,NA,0,10,10,0,705,0.9338659644126892
706,NA,0,10,10,0,706,0.9415453672409058
707,NA,0,10,10,0,707,0.9550608396530151
708,NA,0,10,10,0,708,0.9053717851638794
709,NA,0,10,10,0,709,0.9561284184455872
710,NA,0,10,10,0,710,0.86683189868927
711,NA,0,10,10,0,711,0.8937699198722839
712,NA,0,10,10,0,712,0.9736828804016113
713,NA,0,10,10,0,713,0.9472225904464722
714,NA,0,10,10,0,714,0.9136857986450195
715,NA,0,10,10,0,715,0.8738143444061279
716,NA,0,10,10,0,716,0.9386627078056335
717,NA,0,10,10,0,717,0.9574983716011047
718,NA,0,10,10,0,718,0.9357826113700867
719,NA,0,10,10,0,719,0.937163233757019
720,NA,0,10,10,0,720,0.8098407983779907
721,NA,0,10,10,0,721,0.8817012310028076
722,NA,0,10,10,0,722,0.9017429351806641
723,NA,0,10,10,0,723,0.9135356545448303
724,NA,0,10,10,0,724,0.9482825398445129
725,NA,0,10,10,0,725,0.8360553979873657
726,NA,0,10,10,0,726,0.9841639399528503
727,NA,0,10,10,0,727,0.900389552116394
728,NA,0,10,10,0,728,0.9567461013793945
729,NA,0,10,10,0,729,0.8751400709152222
730,NA,0,10,10,0,730,0.9070024490356445
731,NA,0,10,10,0,731,0.8010119199752808
732,NA,0,10,10,0,732,0.9513630867004395
733,NA,0,10,10,0,733,0.9338626265525818
734,NA,0,10,10,0,734,0.8546711206436157
735,NA,0,10,10,0,735,0.9366967082023621
736,NA,0,10,10,0,736,0.96502286195755
737,NA,0,10,10,0,737,0.8998901844024658
738,NA,0,10,10,0,738,0.9205524921417236
739,NA,0,10,10,0,739,0.8895449638366699
740,NA,0,10,10,0,740,0.955947995185852
741,NA,0,10,10,0,741,0.9780951738357544
742,NA,0,10,10,0,742,0.8709133863449097
743,NA,0,10,10,0,743,0.9584711790084839
744,NA,0,10,10,0,744,0.8068694472312927
745,NA,0,10,10,0,745,0.9323020577430725
746,NA,0,10,10,0,746,0.9220245480537415
747,NA,0,10,10,0,747,0.9315377473831177
748,NA,0,10,10,0,748,0.9219780564308167
749,NA,0,10,10,0,749,0.821419894695282
750,NA,0,10,10,0,750,0.9787994623184204
751,NA,0,10,10,0,751,0.9666945338249207
